Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
2246644,Modrá rokle,Jaroslav Foglar,"Foglar, Jaroslav",,"=""8070333715""","=""9788070333716""",0,Olympia,Hardcover,174,1995,,,2026/05/10,,,read,,,,1,0
10782212,Hoši od Bobří řeky,Jaroslav Foglar,"Foglar, Jaroslav",,"=""""","=""""",0,Olympia,,195,2005,1937,,2026/05/10,,,read,,,,1,0
2246646,"Tajemství Velkého Vonta (Stínadelská trilogie, #3)",Jaroslav Foglar,"Foglar, Jaroslav",,"=""8070331615""","=""9788070331613""",0,Olympia,Hardcover,205,1991,1991,,2026/05/10,,,read,,,,1,0
12498396,"Stínadla se bouří (Stínadelská trilogie, #2)",Jaroslav Foglar,"Foglar, Jaroslav",,"=""8070333723""","=""9788070333723""",0,Olympia,Hardcover,190,1995,1970,,2026/05/10,,,read,,,,1,0
4389347,"Záhada hlavolamu (Stínadelská trilogie, #1)",Jaroslav Foglar,"Foglar, Jaroslav",,"=""8070334932""","=""""",0,Olympia,Hardcover,190,1999,1941,,2026/05/10,,,read,,,,1,0
944073,"The Blade Itself (The First Law, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575079797""","=""9780575079793""",0,Gollancz,Paperback,515,2007,2006,,2026/05/10,to-read,to-read (#3),to-read,,,,0,0
13107402,"Osudy dobrého vojáka Švejka za světové války, 1. díl – V zázemí (Osudy dobrého vojáka Švejka za světové války #1)",Jaroslav Hašek,"Hašek, Jaroslav",,"=""""","=""""",3,Práce,Paperback,187,1951,1921,2026/02/17,2026/05/10,,,read,,,,1,0
9578671,Šógun,James Clavell,"Clavell, James",Jarmila Emmerová,"=""8024224488""","=""9788024224480""",0,Knižní klub,Hardcover,983,2009,1975,,2026/05/10,,,read,,,,1,0
35836686,Tchaj-pan,James Clavell,"Clavell, James",,"=""8072026887""","=""9788072026883""",0,IKAR,Hardcover,606,2000,1966,,2026/05/10,,,read,,,,1,0
8254212,Král Krysa,James Clavell,"Clavell, James","Karel Kyncl, Jiřina Kynclová","=""8024209306""","=""9788024209302""",0,Knižní klub,Hardcover,319,2003,1962,,2026/05/10,,,read,,,,1,0
23013121,Syn,Jo Nesbø,"Nesbø, Jo",,"=""8055140618""","=""9788055140612""",5,Ikar,Hardcover,456,2014,2014,2026/02/18,2026/05/10,,,read,,,,1,0
231103342,"Rozcestí krkavců (Zaklínač, #0.1)",Andrzej Sapkowski,"Sapkowski, Andrzej",Stanislav Komárek,"=""8074770885""","=""9788074770883""",5,Leonardo,Paperback,280,2025,2024,2026/01/30,2026/05/10,,,read,,,,1,0
178094404,"Písně temnoty (Stín Krkavce, #0.5, #0.7, #1.5, #3.5)",Anthony Ryan,"Ryan, Anthony",,"=""8027515777""","=""9788027515776""",4,Host,Paperback,340,2023,2020,2026/02/21,2026/05/10,,,read,,,,1,0
25100078,Bezbarvý Cukuru Tazaki a jeho léta putování,Haruki Murakami,"Murakami, Haruki",Tomáš Jurkovič,"=""8020716157""","=""9788020716156""",4,Odeon,Hardcover,280,2015,2013,2026/01/16,2026/05/10,,,read,,,,1,0
19317878,Spánek,Haruki Murakami,"Murakami, Haruki","Kat Menschik, Tomáš Jurkovič","=""8020715363""","=""9788020715364""",0,Odeon,,80,2013,1987,,2026/05/10,,,read,,,,1,0
17306574,Netopýr (Harry Hole #1),Jo Nesbø,"Nesbø, Jo","Kateřina Krištůfková, Lucie Mrázová","=""8087497694""","=""9788087497692""",0,Kniha Zlín,Hardcover,398,2013,1997,,2026/05/10,,,read,,,,1,0
58693896,Žárlivost a jiné povídky,Jo Nesbø,"Nesbø, Jo",,"=""""","=""""",0,,Unknown Binding,224,2021,2021,,2026/05/10,,,read,,,,1,0
12875478,Pražský hřbitov,Umberto Eco,"Eco, Umberto",Jiří Pelán,"=""8025704874""","=""9788025704875""",0,Argo,Hardcover,472,2011,2010,,2026/05/10,,,read,,,,1,0
7816029,Čirá anarchie,Woody Allen,"Allen, Woody",,"=""807203913X""","=""9788072039135""",0,Argo,Hardcover,0,2007,2007,,2026/05/10,,,read,,,,1,0
237491,Attila the Hun,John Man,"Man, John",Attila the Hun,"=""0553816586""","=""9780553816587""",0,Bantam,Paperback,400,2006,2005,,2026/05/10,,,read,,,Read in CZ language,1,0
33952851,Macbeth,Jo Nesbø,"Nesbø, Jo",Don Bartlett,"=""1781090262""","=""9781781090268""",0,Random House UK,Paperback,512,2018,2018,,2026/05/10,,,read,,,,1,0
7829018,Staré pověsti české,Alois Jirásek,"Jirásek, Alois",,"=""""","=""""",0,J. Otto - Ottovo nakladatelství,Hardcover,254,1999,1894,,2026/05/10,,,read,,,,1,0
61752212,Plující město,Jules Verne,"Verne, Jules",Vítězslav Unzeitig,"=""8027704987""","=""9788027704989""",0,Edice Knihy Omega,Hardcover,248,2022,1871,,2026/05/10,,,read,,,,1,0
12529128,Povídky malostranské,Jan Neruda,"Neruda, Jan",,"=""""","=""""",0,Statní nakladatelství dětské knihy,Hardcover,284,1960,1878,,2026/05/10,,,read,,,,1,0
3045163,Markéta Lazarová,Vladislav Vančura,"Vančura, Vladislav",Václav Sivko,"=""""","=""""",0,Československý spisovatel,Hardcover,240,1980,1931,,2026/05/10,,,read,,,,1,0
1478958,The Grandmother (Babička),Božena Němcová,"Němcová, Božena","Frances Gregor, Karel Hruška","=""8072530720""","=""9788072530724""",0,Vitalis,Paperback,334,2006,1855,,2026/05/10,,,read,,,Read in CZ language,1,0
52159022,Křest sv. Vladimíra,Karel Havlíček Borovský,"Borovský, Karel Havlíček",,"=""""","=""""",0,Vaněk a Votava,Paperback,63,1920,,,2026/05/10,,,read,,,,1,0
10422851,Nikola Šuhaj loupežník,Ivan Olbracht,"Olbracht, Ivan",,"=""807287103X""","=""9788072871032""",0,,,185,2005,1933,,2026/05/10,,,read,,,,1,0
10145158,Rozmarné léto,Vladislav Vančura,"Vančura, Vladislav",,"=""""","=""""",0,Karolinum,,162,2007,1926,,2026/05/10,,,read,,,,1,0
58867325,Máj a jiné básně a prózy,Karel Hynek Mácha,"Mácha, Karel Hynek",,"=""""","=""""",0,Mladá fronta,Hardcover,176,1986,,,2026/05/10,,,read,,,,1,0
54966011,V zemi babišismu a buranokracie: Rozvrat české demokratické politiky v letech 2013-2020,Bohumil Dolezal,"Dolezal, Bohumil",,"=""""","=""""",0,FORUM 24 a spolek Free Czech Media,Paperback,239,2020,,,2026/05/10,,,read,,,,1,0
6717805,Biblické příběhy,Ivan Olbracht,"Olbracht, Ivan",,"=""8000018802""","=""9788000018805""",0,Albatros,Hardcover,118,2007,2007,,2026/05/10,,,read,,,,1,0
12961965,Lovci hlav,Jo Nesbø,"Nesbø, Jo",Kateřina Krištůfková,"=""8087497503""","=""9788087497500""",0,Kniha Zlín,Hardcover,252,2011,2008,,2026/05/10,,,read,,,,1,0
126019646,Fiesta : Ernest Hemingway (Spanish Edition),Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",0,,Kindle Edition,297,2022,1926,,2026/05/10,,,read,,,,1,0
17910784,"Švábi (Harry Hole, #2)",Jo Nesbø,"Nesbø, Jo","Kateřina Krištůfková, Lucie Mrázová","=""8074730840""","=""9788074730849""",0,Kniha Zlín,Hardcover,392,2013,1998,,2026/05/10,,,read,,,,1,0
6281911,Odcházení,Václav Havel,"Havel, Václav",,"=""8090376606""","=""9788090376601""",0, Respekt Publishing a.s.,Paperback,90,2007,2007,,2026/05/10,,,read,,,,1,0
30519710,"Královna ohně (Stín krkavce, #3)",Anthony Ryan,"Ryan, Anthony","Jakub Kalina, Lucie Zajíčková","=""8074916073""","=""9788074916076""",0,Host,Hardcover,680,2016,2015,,2026/05/10,,,read,,,,1,0
750259,Ostře sledované vlaky,Bohumil Hrabal,"Hrabal, Bohumil",,"=""8086013960""","=""9788086013961""",0,Maťa,Hardcover,60,2002,1965,,2026/05/10,,,read,,,,1,0
60450334,Wim Hof: Cesta Ledového muže,Wim Hof,"Hof, Wim","Koen de Jong, Jakub Futera","=""8075659058""","=""9788075659057""",0,JOTA,Hardcover,181,2021,2015,,2026/05/10,,,read,,,,1,0
36173371,Utrpení mladého Werthera,Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",Jana Zoubková,"=""8020717668""","=""9788020717665""",0,Odeon,Hardcover,146,2017,1774,,2026/05/10,,,read,,,,1,0
62039523,Krysí ostrov a jiné povídky,Jo Nesbø,"Nesbø, Jo",Kateřina Krištůfková,"=""8076623642""","=""9788076623644""",0,Kniha Zlín,Hardcover,296,2022,2021,,2026/05/10,,,read,,,,1,0
48706115,Jste nuly,Hugleikur Dagsson,"Dagsson, Hugleikur",,"=""807511471X""","=""9788075114716""",0,Volvox Globator,Hardcover,232,2019,2014,,2026/05/10,,,read,,,,1,0
58894077,"Zaklínač, Kniha 5: Blednoucí vzpomínky",Bartosz Sztybor,"Sztybor, Bartosz",,"=""807679028X""","=""9788076790285""",0,Crew,Paperback,108,2021,2021,,2026/05/10,,,read,,,,1,0
7570795,Ocelové město,Jules Verne,"Verne, Jules",,"=""""","=""""",0,Albatros,Hardcover,142,1989,1879,,2026/05/10,,,read,,,,1,0
25400879,Faktura,Jonas Karlsson,"Karlsson, Jonas",Martina Kašparová,"=""8074733459""","=""9788074733451""",0,Kniha Zlín,Hardcover,132,2015,2011,,2026/05/10,,,read,,,,1,0
24370408,Místnost,Jonas Karlsson,"Karlsson, Jonas",Linda Kaprová,"=""8074732800""","=""9788074732805""",0,Kniha Zlín,Hardcover,114,2015,2014,,2026/05/10,,,read,,,,1,0
25083761,Plavec,Joakim Zander,"Zander, Joakim",Luisa Robovská,"=""8074912469""","=""9788074912467""",0,Host,Hardcover,383,2015,2013,,2026/05/10,,,read,,,,1,0
17453231,Zahradní slavnost,Václav Havel,"Havel, Václav",,"=""""","=""""",0,Orbis,Paperback,79,1964,1964,,2026/05/10,,,read,,,,1,0
4796846,Bylo nás pět,Karel Poláček,"Poláček, Karel",Václav Rytina,"=""8000018845""","=""""",0,Albatros,Hardcover,190,2008,1946,,2026/05/10,,,read,,,,1,0
19093075,"Ticket No. ""9672""",Jules Verne,"Verne, Jules",,"=""""","=""""",0,,Kindle Edition,164,2012,1885,,2026/05/10,,,read,,,Read in CZ language,1,0
7112603,Lakomec,Molière,"Molière, Molière",Vladimír  Mikeš,"=""""","=""9788087128022""",0,Artur,Paperback,88,2008,1668,,2026/05/10,,,read,,,,1,0
55898552,Wim Hof: Ledový muž,Wim Hof,"Hof, Wim",,"=""8075657780""","=""9788075657787""",0,Jota,Hardcover,232,2020,2020,,2026/05/10,,,read,,,,1,0
16042549,Stařec a moře,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",0,F341,Unknown Binding,176,,1952,,2026/05/10,,,read,,,,1,0
36109003,"Zaklínač, Kniha 3: Prokletí vran",Paul Tobin,"Tobin, Paul","Piotr Kowalski, Martina D. Antonín","=""""","=""9788074494505""",0,Crew,Paperback,128,2017,2017,,2026/05/10,,,read,,,,1,0
50147416,"Zaklínač, Kniha 4: Z masa a ohně",Aleksandra Motyka,"Motyka, Aleksandra",,"=""8074497410""","=""9788074497414""",0,Crew,Paperback,108,2019,2019,,2026/05/10,,,read,,,,1,0
9580144,"Sanctus (Sancti Trilogy, #1)",Simon Toyne,"Toyne, Simon",,"=""0007391552""","=""9780007391554""",0,Harper,Hardcover,486,2011,2011,,2026/05/10,,,read,,,,1,0
28421370,127 hodin,Aron Ralston,"Ralston, Aron",,"=""""","=""""",0,Jota,Hardcover,456,2011,2004,,2026/05/10,,,read,,,,1,0
7814885,"Na jih od hranic, na západ od slunce",Haruki Murakami,"Murakami, Haruki",Tomáš Jurkovič,"=""""","=""9788020711571""",0,Odeon,Hardcover,174,2008,1992,,2026/05/10,,,read,,,,1,0
15811149,The Finish: The Killing of Osama Bin Laden,Mark Bowden,"Bowden, Mark",,"=""0802120342""","=""9780802120342""",0,Atlantic Monthly Press,Hardcover,266,2012,2012,,2026/05/10,,,read,,,Read in CZ language,1,0
8486974,Valčík na rozloučenou,Milan Kundera,"Kundera, Milan",,"=""""","=""""",0,Atlantis,Hardcover,246,1997,1972,,2026/05/10,,,read,,,,1,0
50073979,Umění prostého života,Shunmyō Masuno,"Masuno, Shunmyō",Marta Jüttnerová,"=""8075655508""","=""9788075655509""",0,"Nakladatelství JOTA, s.r.o.",Hardcover,223,2019,2009,,2026/05/10,,,read,,,,1,0
608474,"The Sign of Four (Sherlock Holmes, #2)",Arthur Conan Doyle,"Doyle, Arthur Conan",Peter Ackroyd,"=""""","=""""",0,Penguin Classics,Paperback,129,2001,1890,,2026/05/10,,,read,,,Read in cz language,1,0
15547781,Dvacet tisíc mil pod mořem,Jules Verne,"Verne, Jules","Václav Netušil, Alphonse de Neuville","=""""","=""""",0,Albatros,Hardcover,354,1976,1869,,2026/05/10,,,read,,,,1,0
13636263,"Zabijáci (Carl Mørck, #2)",Jussi Adler-Olsen,"Adler-Olsen, Jussi",Kristina Václavů,"=""8072946323""","=""9788072946327""",0,HOST Brno,Hardcover,432,2012,2008,,2026/05/10,,,read,,,,1,0
55877518,Království,Jo Nesbø,"Nesbø, Jo",,"=""8076620686""","=""9788076620681""",5,Kniha Zlín,,597,2020,2020,2026/01/04,2026/05/10,,,read,,,,1,0
11322308,Muž který chtěl být šťastný,Laurent Gounelle,"Gounelle, Laurent",Aleš Burget,"=""""","=""9788087067901""",5,Rybka Publishers,Hardcover,148,2008,2008,2026/04/05,2026/05/10,,,read,,,,1,0
10693567,Vladař,Niccolò Machiavelli,"Machiavelli, Niccolò",Josef Hajný,"=""8087021738""","=""9788087021736""",4,XYZ,Hardcover,204,2007,1532,2026/02/04,2026/05/10,,,read,,,,1,0
59545798,Nevědění,Milan Kundera,"Kundera, Milan",,"=""8071083771""","=""9788071083771""",3,Nakladatelství Atlantis,Hardcover,152,2021,2000,2026/03/14,2026/05/10,,,read,,,,1,0
7631108,Směšné lásky,Milan Kundera,"Kundera, Milan",,"=""8071082031""","=""9788071082033""",5,Atlantis,Hardcover,206,1991,1963,2026/03/09,2026/05/10,,,read,,,,1,0
24661899,Stanice na obzoru,Erich Maria Remarque,"Remarque, Erich Maria",Zlata Kufnerová,"=""8072025228""","=""9788072025220""",0,Ikar,Hardcover,192,1999,1928,,2026/05/10,,,read,,,,0,0
55152747,Slavnost bezvýznamnosti,Milan Kundera,"Kundera, Milan",Anna Kareninová,"=""8071083755""","=""9788071083757""",3,Atlantis,Hardcover,120,2020,2013,2026/03/03,2026/05/10,,,read,,,,1,0
16068608,"Hrdina věků (Mistborn, #3)",Brandon Sanderson,"Sanderson, Brandon",Milena Poláčková,"=""8071973785""","=""9788071973782""",5,Talpress,Paperback,676,2010,2008,2026/04/29,2026/05/10,,,read,,,,1,0
13380705,"Mistborn: Finální říše (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",Milena Poláčková,"=""8071973319""","=""9788071973317""",5,Talpress,Paperback,592,2008,2006,2026/04/19,2026/05/10,,,read,,,,1,0
198850022,How to Win at Chess: The Ultimate Guide for Beginners and Beyond,Levy Rozman,"Rozman, Levy",,"=""1984862073""","=""9781984862075""",4,Ten Speed Press,Hardcover,261,2023,2023,2026/03/29,2026/05/10,,,read,,,Read in CZ language,1,0
228626966,Pramen Povýšení,Brandon Sanderson,"Sanderson, Brandon",Milena Poláčková,"=""8071978531""","=""9788071978534""",5,Talpress,Paperback,676,2024,2007,2026/04/09,2026/05/10,,,read,,,,1,0
220952160,"Mučedník (Úmluva oceli, #2)",Anthony Ryan,"Ryan, Anthony",Tomáš Jeník,"=""8027521939""","=""9788027521937""",5,Host,Hardcover,592,2024,2022,2026/03/20,2026/05/10,,,read,,,,1,0
17376405,Hovory k sobě,Marcus Aurelius,"Aurelius, Marcus","Rudolf Kuthan, Ludvík Svoboda","=""8086410633""","=""9788086410630""",4,Svoboda,Hardcover,195,1969,180,2026/03/20,2026/05/10,,,read,,,,1,0
17185619,Čtyři dohody,Miguel Ruiz,"Ruiz, Miguel","Nicholas Wilton, Viktor Faktor","=""8073493233""","=""9788073493233""",4,Pragma,Paperback,176,2013,1997,2026/04/17,2026/05/10,,,read,,,,1,0
105740966,"Moc (Věrní a padlí, #1)",John Gwynne,"Gwynne, John",Pavel Černovský,"=""8027515769""","=""9788027515769""",5,Host,Hardcover,663,2023,2012,2026/03/14,2026/05/10,,,read,,,,1,0
199329060,"Vyvrhel (Úmluva oceli, #1)",Anthony Ryan,"Ryan, Anthony",Tomáš Jeník,"=""8027517753""","=""9788027517756""",5,Host,Paperback,632,2023,2021,2026/02/27,2026/05/10,,,read,,,,1,0
51486678,Úzkosti a jejich lidé,Fredrik Backman,"Backman, Fredrik",Helena Matocha,"=""""","=""""",4,Host,Hardcover,360,2020,2019,2026/04/25,2026/05/10,,,read,,,,1,0
6684350,Kafka na pobřeží,Haruki Murakami,"Murakami, Haruki",Tomáš Jurkovič,"=""""","=""9788020717900""",5,Odeon,Hardcover,556,2006,2002,2026/04/04,2026/05/10,,,read,,,,1,0
247063930,Osamělý vlk,Jo Nesbø,"Nesbø, Jo",Kateřina Krištůfková,"=""8076629500""","=""9788076629509""",4,Kniha Zlín,Hardcover,392,2025,2025,2026/03/27,2026/05/10,,,read,,,,1,0
232862550,"Král (Pokrevní pouta, #2)",Jo Nesbø,"Nesbø, Jo",Kateřina Krištůfková,"=""807662830X""","=""9788076628304""",5,Kniha Zlín,Hardcover,432,2025,2024,2026/02/22,2026/05/10,,,read,,,,1,0
52578297,"The Midnight Library (The Midnight World, #1)",Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",4,Viking,Hardcover,288,2020,2020,2026/04/10,2026/05/10,,,read,,,,1,0
8564646,"Andělé a Démoni (Robert Langdon, #1)",Dan    Brown,"Brown, Dan",Michala Marková,"=""802570128X""","=""9788025701287""",5,Argo,Hardcover,463,2009,2000,2026/03/26,2026/05/10,,,read,,,,1,0
17210183,Gaidžin,James Clavell,"Clavell, James",,"=""8024225743""","=""9788024225746""",5,"Euromedia Group, k.s.",Hardcover,958,2009,1993,2026/01/13,2026/05/10,,,read,,,,1,0
8691936,Kmotr Mrázek,Jaroslav Kmenta,"Kmenta, Jaroslav",,"=""8090360319""","=""9788090360310""",0,Kmenta,,176,2007,2007,,2026/05/10,,,read,,,,1,0
36347211,Boss Babiš,Jaroslav Kmenta,"Kmenta, Jaroslav",,"=""""","=""9788087569320""",0,JKM - Jaroslav Kmenta,Hardcover,352,2017,2017,,2026/05/10,,,read,,,,1,0
10315964,Hovory s TGM,Karel Čapek,"Čapek, Karel",Josef Čapek,"=""""","=""""",0,Československý spisovatel,Hardcover,303,1969,1929,,2026/05/10,,,read,,,,1,0
1740200,Ilias,Homer,"Homer, Homer",,"=""3150002494""","=""9783150002490""",0,Reclam Philipp Jun.,Paperback,429,1979,-800,,2026/05/10,,,read,,,Read in CZ language,1,0
35525245,Tyranie: 20 lekcí z 20. století,Timothy Snyder,"Snyder, Timothy",Martin Pokorný,"=""8074328392""","=""9788074328398""",0,Prostor,ebook,110,2017,2017,,2026/05/10,,,read,,,,1,0
45485203,"Cesta k nesvobodě: Rusko, Evropa, Amerika",Timothy Snyder,"Snyder, Timothy",Martin Pokorný,"=""807432981X""","=""9788074329814""",0,Paseka / Prostor,Hardcover,360,2019,2018,,2026/05/10,,,read,,,,1,0
29079067,"Zaklínač, Kniha 2: Liščí děti",Paul Tobin,"Tobin, Paul","Joe Querio, Martina D. Antonín","=""""","=""9788074493621""",0,Crew,Paperback,136,2016,2015,,2026/05/10,,,read,,,,1,0
25341442,"Zaklínač, Kniha 1: Skleněný dům",Paul Tobin,"Tobin, Paul","Joe Querio, Martina D. Antonín","=""""","=""9788074493003""",0,Crew ,Paperback,120,2015,2014,,2026/05/10,,,read,,,,1,0
52218084,Donbas: Reportáž z ukrajinského konfliktu,Tomáš Forró,"Forró, Tomáš",Ondřej Mrázek,"=""8076370485""","=""9788076370487""",0,Paseka,Paperback,416,2020,2019,,2026/05/10,,,read,,,,1,0
43600468,"Hamlet, králevic dánský",William Shakespeare,"Shakespeare, William",Erik Adolf Saudek,"=""""","=""""",0,Československý spisovatel,Hardcover,200,2018,1601,,2026/05/10,,,read,,,,1,0
